code,name,category,institution,page
MN-M-DME,"Diploma in Mechanical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,102
MN-M-DM5,"Diploma in Mechanical
Engineering (ECP)",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,102
MN-M-CEB,"Access Course Chemical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,103
MN-M-CVB,"Access Course Civil
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,103
MN-M-EEB,"Access Course Electrical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,103
MN-M-MEB,"Access Course Mechanical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,104
KN-H-UNT,"BSc Engineering Extended
Programme (UNITE)",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,104
MN-M-ADC,"Advanced Diploma in Chemical
Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,104
MN-M-AME,"Advanced Diploma in
Mechanical Engineering",8. ENGINEERING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,104
BT-D-DCB,"Dip Construction Technology:
Building Surveying",8. ENGINEERING,PRIVATE COLLEGES,105
BT-D-DAL,Diploma: Analytical Chemistry,8. ENGINEERING,PRIVATE COLLEGES,105
BT-D-DAR,Diploma: Architectural Draughting,8. ENGINEERING,PRIVATE COLLEGES,105
BT-D-DMO,Diploma: Motor Engineering,8. ENGINEERING,PRIVATE COLLEGES,105
BC-D-HEL,"Higher Certificate in
Engineering in Electrical
Engineering",8. ENGINEERING,PRIVATE COLLEGES,105
DC-B-PEF,"N Cert Engineering Foundation
N1, N2",8. ENGINEERING,PRIVATE COLLEGES,105
DC-B-PCL,N Cert Engineering: Chemical N3,8. ENGINEERING,PRIVATE COLLEGES,106
DC-B-PCV,N Cert Engineering: Civil N3,8. ENGINEERING,PRIVATE COLLEGES,106
DC-B-PER,N Cert Engineering: Electrical N3,8. ENGINEERING,PRIVATE COLLEGES,106
DC-B-PML,N Cert Engineering: Mechanical N3,8. ENGINEERING,PRIVATE COLLEGES,106
BT-D-DCH,N N Dip Chemical Engineering,8. ENGINEERING,PRIVATE COLLEGES,107
BT-D-NNC,N N Dip Civil Engineering,8. ENGINEERING,PRIVATE COLLEGES,107
BT-D-DEH,"N N Dip Electrical Engineering
(Heavy Current)",8. ENGINEERING,PRIVATE COLLEGES,107
BT-D-DEL,"N N Dip Electrical Engineering
(Light Current)",8. ENGINEERING,PRIVATE COLLEGES,107
PX-D-CV8,"National N Diploma:
Engineering Civil (NQF 6)",8. ENGINEERING,PRIVATE COLLEGES,107
PX-D-ELD,"National N Diploma:
Engineering Electrical (NQF 6)",8. ENGINEERING,PRIVATE COLLEGES,107
PX-D-MC6,"National N Diploma:
Engineering Mechanical
(NQF 6)",8. ENGINEERING,PRIVATE COLLEGES,107
DC-B-PCH,"N Cert Engineering: Chemical
N4, N5, N6",8. ENGINEERING,PRIVATE COLLEGES,107
DC-B-PCZ,"N Cert Engineering: Chemical
N4, N5, N6 (p/t)",8. ENGINEERING,PRIVATE COLLEGES,108
DC-B-PCE,"N Cert Engineering: Civil
N4, N5, N6",8. ENGINEERING,PRIVATE COLLEGES,108
DC-B-PCY,"N Cert Engineering: Civil
N4, N5, N6 (p/t)",8. ENGINEERING,PRIVATE COLLEGES,108
DC-B-PEE,"N Cert Engineering: Electrical
N4, N5, N6",8. ENGINEERING,PRIVATE COLLEGES,108
DC-B-PEX,"N Cert Engineering: Electrical
N4, N5, N6 (p/t)",8. ENGINEERING,PRIVATE COLLEGES,109
DC-B-PME,"N Cert Engineering: Mechanical
N4, N5, N6",8. ENGINEERING,PRIVATE COLLEGES,109
DC-B-PMW,"N Cert Engineering: Mechanical
N4, N5, N6 (p/t)",8. ENGINEERING,PRIVATE COLLEGES,109
PX-D-VC1,"National Certificate:
Engineering Civil (N1 & N2)",8. ENGINEERING,PRIVATE COLLEGES,109
PX-D-VC3,"National Certificate:
Engineering Civil (N3 & N4)",8. ENGINEERING,PRIVATE COLLEGES,109
PX-D-VC5,"National Certificate:
Engineering Civil (N5 & N6)",8. ENGINEERING,PRIVATE COLLEGES,109
PX-D-EL1,"National Certificate: Engineering
Electrical (N1 & N2)",8. ENGINEERING,PRIVATE COLLEGES,110
PX-D-EI3,"National Certificate: Engineering
Electrical (N3 & N4)",8. ENGINEERING,PRIVATE COLLEGES,110
PX-D-EL5,"National Certificate:
Engineering Electrical
(N5 & N6)",8. ENGINEERING,PRIVATE COLLEGES,110
PX-D-MC2,"National Certificate:
Engineering Mechanical
(N1 & N2)",8. ENGINEERING,PRIVATE COLLEGES,110
PX-D-MC3,"National Certificate:
Engineering Mechanical
(N3 & N4)",8. ENGINEERING,PRIVATE COLLEGES,110
PX-D-MC5,"National Certificate:
Engineering Mechanical
(N5 & N6)",8. ENGINEERING,PRIVATE COLLEGES,110
PX-D-CVF,"National Certificate:
Engineering Civil (N3)",8. ENGINEERING,PRIVATE COLLEGES,111
PX-D-ELF,"National Certificate:
Engineering Electrical (N3)",8. ENGINEERING,PRIVATE COLLEGES,111
PX-D-FEC,"National Certificate:
Engineering Foundation
(N1, N2)",8. ENGINEERING,PRIVATE COLLEGES,111
PX-D-MCF,"National Certificate:
Engineering Mechanical (N3)",8. ENGINEERING,PRIVATE COLLEGES,111
KN-H-BAR,B Architectural Studies,9. HOUSING DEVELOPMENT,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,112
ZU-M-BPE,"B Consumer Science: Extension
& Rural Development",9. HOUSING DEVELOPMENT,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,112
KN-H-SOR,B Soc Sc Housing,9. HOUSING DEVELOPMENT,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,112
DU-D-BUR,"Bachelor Built Environment:
Urban and Regional Planning",9. HOUSING DEVELOPMENT,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,112
DU-D-BAT,"Bachelor of the Built
Environment in Architecture",9. HOUSING DEVELOPMENT,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,113
EM-B-CAP,"Higher Certificate in
Architectural Practice",9. HOUSING DEVELOPMENT,PRIVATE COLLEGES,113
EM-B-SD2,"Higher Certificate in Spatial
Design",9. HOUSING DEVELOPMENT,PRIVATE COLLEGES,113
ZU-M-ARI,B A (Industrial Sociology),10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,114
DU-D-HR3,"Dip Management Sciences:
Human Resources",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,114
DU-D-HRY,"Dip Management Sciences:
Human Resources (p/t)",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,114
MN-M-DHR,"Diploma in Human Resource
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,114
MN-M-HRM,"Adv Diploma in Human
Resource Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,115
MN-M-PGH,"P G Dip in Human Resource
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,115
MC-D-BCH,"B Com Human Resource
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,115
RB-D-BCH,"B Com Human Resource
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,115
PE-M-BRM,"Bachelor of Commerce in
Human Resource Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,116
BC-D-BRM,"Bachelor of Commerce in
Human Resource Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,116
BC-D-DHR,"Diploma in Human Resource
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,116
MC-D-P4H,"Hons B Com Human Resources
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,116
RB-D-P4H,"Hons B Com Human Resources
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,117
MC-D-PSP,"H Cert Public Sector
Procurement",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,117
MC-D-HCH,"Higher Certificate in Human
Resources Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,117
BC-D-HCH,"Higher Certificate in Human
Resources Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,117
RB-D-HCH,"Higher Certificate in Human
Resources Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,117
BT-D-NHR,"N N Dip Human Resource
Management",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,118
PX-D-HRD,"National N Diploma: Human
Resource Management (NQF 6)",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,118
DC-B-PHM,"N Cert Human Resource
Management N4, N5, N6",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,118
PX-D-HRC,"National Certificate: Human
Resource Management
(N4, N5, N6)",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,118
DC-B-PHY,"N Cert Human Resource
Management N4, N5, N6 (p/t)",10. HUMAN RESOURCES AND INDUSTRIAL RELATIONS,PRIVATE COLLEGES,118
ZU-M-BNH,B A (Anthropology & History),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
KN-H-BA2,B A (General Studies),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
ZU-M-BGE,B A (Geography & History),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
ZU-M-BGT,B A (Geography & Tourism),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
ZU-M-BHI,B A (History & IsiZulu),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
ZU-M-BLE,B A (Linguistics & English),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
ZU-M-BPY,B A (Philosophy & Psychology),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
ZU-M-PSY,B A (Psychology),11. HUMANITIES,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,119
PE-B-BAA,Bachelor of Arts,11. HUMANITIES,PRIVATE COLLEGES,119
PE-B-BAY,Bachelor of Arts (Part-Time),11. HUMANITIES,PRIVATE COLLEGES,120
PE-B-BGD,"Bachelor of Arts in Graphic
Design",11. HUMANITIES,PRIVATE COLLEGES,120
BT-D-DPF,"Dip: Personal Trainer:
Fitness and Nutrition",11. HUMANITIES,PRIVATE COLLEGES,120
BT-D-CPI,"Dip: Psychology: Industrial:
Development: General",11. HUMANITIES,PRIVATE COLLEGES,120
BT-D-CSP,Cert Sport Psychology,11. HUMANITIES,PRIVATE COLLEGES,121
BT-D-CPD,"Cert: Developmental
Psychology",11. HUMANITIES,PRIVATE COLLEGES,121
BT-D-CDO,"Occupational Certificate: Career
Development Information
Officer",11. HUMANITIES,PRIVATE COLLEGES,121
BT-D-ECD,"Occupational Certificate:
Early Childhood Development
Practitioner",11. HUMANITIES,PRIVATE COLLEGES,121
KN-P-BSU,"B Sc Computer Science &
Information Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,122
DU-D-BIT,"Bachelor of Information and
Communications Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,122
DU-D-IOT,"Bachelor of Information and
Communications Technology in
Internet of Things (IoT)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,122
DU-D-APD,"Dip ICT: Applications
Development",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,123
DU-D-APF,"Dip ICT: Applications
Development
(4 year Foundation programme)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,123
DU-D-BUA,Dip ICT: Business Analysis,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,123
MN-M-DIT,"Diploma in Information
Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,123
MN-M-DI5,"Diploma in Information
Technology (ECP)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,124
MN-M-IT6,"Advanced Diploma in
Information Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,124
MC-D-PCI,"B Com Information Technology
& Management",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,124
RG-D-PBT,B Sc Information Technology,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,125
PE-M-CSB,"Bachelor of Science in
Computer Science",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,125
PE-B-TIS,"Bachelor of Science in
Information Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,125
PE-D-TIY,"Bachelor of Science in
Information Technology
(p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,126
EM-B-BIW,"Bachelor of Information
Technology in Web Design and
Development",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,126
EM-C-BBI,"Bachelor of Business
Information Systems",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,126
BC-D-TIS,"Bachelor of Science in
Information Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,127
BC-D-DSN,"Diploma in PC Support and
Networking",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,127
RG-D-PCA,Dip Computer Applications,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,127
RG-D-PDO,"Dip Information Technology
(3 yr)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,127
BC-D-DIC,"Diploma in Information and
Communications Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,127
MC-D-PHI,H Cert Information Technology,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,128
IS-C-ITS,"Further Education and Training
Certificate: Information
Technology - Technical Support
(p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,128
IS-D-ITS,"Further Education and Training
Certificate: Information
Technology - Technical Support
(p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,128
IS-J-ITS,"Further Education and Training
Certificate: Information
Technology - Technical Support
(p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,128
IS-P-ITS,"Further Education and Training
Certificate: Information
Technology - Technical Support
(p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,128
IS-C-EOA,"N Cert Information Technology:
End User Computing –
Office Administration (p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
IS-D-EOA,"N Cert Information Technology:
End User Computing –
Office Administration (p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
IS-J-EOA,"N Cert Information Technology:
End User Computing –
Office Administration (p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
IS-P-EOA,"N Cert Information Technology:
End User Computing –
Office Administration (p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
IS-C-PSN,"N Cert IT Systems Support:
Networking MCSA",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
RG-D-PAI,"Adv Cert Information
Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
RG-D-PAE,Adv Cert Systems Engineering,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,129
RG-D-PHI,H Cert Information Technology,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
RG-D-PHK,"H Cert Information Technology
(Distance)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
RG-D-CIG,"Advanced Certificate in
Information Technology
Governance",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
RG-D-PHE,H Cert Systems Engineering,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
BC-D-CCA,"Higher Certificate in Computers
and Administration",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
BC-D-HBS,"Higher Certificate in Business
Analysis",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
BC-D-HET,"Higher Certificate in
Educational Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,130
PE-B-HIS,"Higher Certificate in
Information Systems",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,131
PE-D-HIY,"Higher Certificate in
Information Systems (p/t)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,131
BC-D-AIS,"Occupational Certificate:
Artificial Intelligence Software
Developer",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,131
BC-D-OCC,"Occupational Certificate:
Cloud Administrator",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,132
BC-D-OCT,"Occupational Certificate:
Computer Technician",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,132
BC-D-CSA,"Occupational Certificate:
Cyber Security Analyst",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,132
BC-D-DSP,"Occupational Certificate:
Data Science Practitioner",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,132
BC-D-TIL,"Occupational Certificate:
Design Thinking Innovation
Lead",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,133
BC-D-DTP,"Occupational Certificate:
Design Thinking Practitioner",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,133
BC-D-ITD,"Occupational Certificate:
Internet-of-things Developer",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,133
BC-D-QTA,"Occupational Certificate:
Quality Test Automator",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,133
BC-D-SFD,"Occupational Certificate:
Software Developer",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,134
BC-D-SFE,"Occupational Certificate:
Software Engineer",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,134
PE-B-HC2,Higher Certificate in Computing,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,134
IS-C-OCM,"O Cert Computer Technician
MCSA",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,135
IS-C-OCD,O Cert Draughtsperson,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,135
IS-C-OCS,"O Cert Software Developer
MCSA",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,135
IS-C-OCE,"O Cert Software Engineer
MCSA",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,135
EM-C-CS2,"Higher Certificate in Software
Development",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,135
MC-D-AI7,"Postgraduate Diploma in
Artificial Intelligence",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,136
RB-D-PGI,P G Dip in Business Intelligence,12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,136
PE-B-SLB,"Short Learning Programme in
Basic Programming",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,136
PE-B-SLT,"Short Learning Programme in
Technical Support",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,137
PE-B-SLW,"Short Learning Programme in
Web Design",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,137
PE-B-API,"B Sc Access Programme
(Information Technology)",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,138
RG-D-ITH,"Bachelor of Science Honours in
Information Technology",12. INFORMATION TECHNOLOGY (IT) & COMPUTER SCIENCE,PRIVATE COLLEGES,138
KN-P-BC1,B Com,13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BC7,"B Com (Accounting and
Economics)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BC8,"B Com (Banking and Business
Management)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BMB,"B Com (Business Management
and Accounting)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BBO,"B Com (Business Management
and Economics)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BC9,"B Com (Economics and
Banking)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BER,"B Com (Economics and Human
Resource Management)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,139
ZU-M-BUS,"B Com (Human Resource
Management and Business
Management)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,140
ZU-M-BC6,"B Com (Management
Information Systems)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,140
KN-P-BCG,"B Com Extended Curriculum
(General)",13. MANAGEMENT AND PLANNING,UNIVERSITIES AND UNIVERSITIES OF TECHNOLOGY,140
